0 1910.0
 
1 1910.0
 
2 1910.0
 
3 1910.0
 
4 1910.0
 
5 1910.0
 
6 1910.0
 
7 1910.0
 
8 1910.0
 
9 1910.0
 
10 1910.0
 
11 1910.0
 
12 1910.0
 
13 1910.0
 
14 1910.0
 
15 1910.0
 
16 1910.0
 
17 1910.0
 
18 1910.0
 
19 1910.0
 
20 1910.0
 
21 1910.0
 
22 1910.0
 
23 1910.0
 
24 1910.0
 
25 1910.0
 
26 1910.0
 
27 1910.0
 
28 1910.0
 
29 1910.0
 
30 1910.0
 
31 1910.0
 
32 1910.0
 
33 1910.0
 
34 1910.0
 
35 1910.0
 
36 1910.0
 
37 1910.0
 
38 1910.0
 
39 1910.0
 
40 1910.0
 
41 1910.0
 
42 1910.0
 
43 1910.0
 
44 1910.0
 
45 1910.0
 
46 1910.0
 
47 1910.0
 
48 1910.0
 
49 1910.0
 
50 1910.0
 
51 1910.0
 
52 1910.0
 
53 1910.0
 
54 1910.0
 
55 1910.0
 
56 1910.0
 
57 1910.0
 
58 1910.0
 
59 1910.0
 
60 1910.0
 
61 1910.0
 
62 1910.0
 
63 1910.0
 
64 1910.0
 
65 1910.0
 
66 1910.0
 
67 1910.0
 
68 1910.0
 
69 1910.0
 
70 1910.0
 
71 1910.0
 
72 1910.0
 
73 1910.0
 
74 1910.0
 
75 1910.0
 
76 1910.0
 
77 1910.0
 
78 1910.0
 
79 1910.0
 
80 1910.0
 
81 1910.0
 
82 1910.0
 
83 1910.0
 
84 1910.0
 
85 1910.0
 
86 1910.0
 
87 1910.0
 
88 1910.0
 
89 1910.0
 
90 1910.0
 
91 1910.0
 
92 1910.0
 
93 1910.0
 
94 1910.0
 
95 1910.0
 
96 1910.0
 
97 1910.0
 
98 1910.0
 
99 1910.0
 
100 1910.0
 
101 1910.0
 
102 1910.0
 
103 1910.0
 
104 1910.0
 
105 1910.0
 
106 1910.0
 
107 1910.0
 
108 1910.0
 
109 1910.0
 
110 1910.0
 
111 1910.0
 
112 1910.0
 
113 1910.0
 
114 1910.0
 
115 1910.0
 
116 1910.0
 
117 1910.0
 
118 1910.0
 
119 1910.0
 
120 1910.0
 
121 1910.0
 
122 1910.0
 
123 1910.0
 
124 1910.0
 
125 1910.0
 
126 1910.0
 
127 1910.0
 
128 1910.0
 
129 1910.0
 
130 1910.0
 
131 1910.0
 
132 1910.0
 
133 1910.0
 
134 1910.0
 
135 1910.0
 
136 1910.0
 
137 1910.0
 
138 1910.0
 
139 1910.0
 
140 1910.0
 
141 1910.0
 
142 1910.0
 
143 1910.0
 
144 1910.0
 
145 1910.0
 
146 1910.0
 
147 1910.0
 
148 1910.0
 
149 1910.0
 
150 1910.0
 
151 1910.0
 
152 1910.0
 
153 1910.0
 
154 1910.0
 
155 1910.0
 
156 1910.0
 
157 1910.0
 
158 1910.0
 
159 1910.0
 
160 1910.0
 
161 1910.0
 
162 1910.0
 
163 1910.0
 
164 1910.0
 
165 1910.0
 
166 1910.0
 
167 1910.0
 
168 1910.0
 
169 1910.0
 
170 1910.0
 
171 1910.0
 
172 1910.0
 
173 1910.0
 
174 1910.0
 
175 1910.0
 
176 1910.0
 
177 1910.0
 
178 1910.0
 
179 1910.0
 
180 1910.0
 
181 1910.0
 
182 1910.0
 
183 1910.0
 
184 1910.0
 
185 1910.0
 
186 1910.0
 
187 1910.0
 
188 1910.0
 
189 1910.0
 
190 1910.0
 
191 1910.0
 
192 1910.0
 
193 1910.0
 
194 1910.0
 
195 1910.0
 
196 1910.0
 
197 1910.0
 
198 1910.0
 
199 1910.0
 
200 1910.0
 
201 1910.0
 
202 1910.0
 
203 1910.0
 
204 1910.0
 
205 1910.0
 
206 1910.0
 
207 1910.0
 
208 1910.0
 
209 1910.0
 
210 1910.0
 
211 1910.0
 
212 1910.0
 
213 1910.0
 
214 1910.0
 
215 1910.0
 
216 1910.0
 
217 1910.0
 
218 1910.0
 
219 1910.0
 
220 1910.0
 
221 1910.0
 
222 1910.0
 
223 1910.0
 
224 1910.0
 
225 1910.0
 
226 1910.0
 
227 1910.0
 
228 1910.0
 
229 1910.0
 
230 1910.0
 
231 1910.0
 
232 1910.0
 
233 1910.0
 
234 1910.0
 
235 1910.0
 
236 1910.0
 
237 1910.0
 
238 1910.0
 
239 1910.0
 
240 1910.0
 
241 1910.0
 
242 1910.0
 
243 1910.0
 
244 1910.0
 
245 1910.0
 
246 1910.0
 
247 1910.0
 
248 1910.0
 
249 1910.0
 
250 1910.0
 
251 1910.0
 
252 1910.0
 
253 1910.0
 
254 1910.0
 
255 1910.0
 
256 1910.0
 
257 1910.0
 
258 1910.0
 
259 1910.0
 
260 1910.0
 
261 1910.0
 
262 1910.0
 
263 1910.0
 
264 1910.0
 
265 1910.0
 
266 1910.0
 
267 1910.0
 
268 1910.0
 
269 1910.0
 
270 1910.0
 
271 1910.0
 
272 1910.0
 
273 1910.0
 
274 1910.0
 
275 1910.0
 
276 1910.0
 
277 1910.0
 
278 1910.0
 
279 1910.0
 
280 1910.0
 
281 1910.0
 
282 1910.0
 
283 1910.0
 
284 1910.0
 
285 1910.0
 
286 1910.0
 
287 1910.0
 
288 1910.0
 
289 1910.0
 
290 1910.0
 
291 1910.0
 
292 1910.0
 
293 1910.0
 
294 1910.0
 
295 1910.0
 
296 1910.0
 
297 1910.0
 
298 1910.0
 
299 1910.0
 
300 1910.0
 
301 1910.0
 
302 1910.0
 
303 1910.0
 
304 1910.0
 
305 1910.0
 
306 1910.0
 
307 1910.0
 
308 1910.0
 
309 1910.0
 
310 1910.0
 
311 1910.0
 
312 1910.0
 
313 1910.0
 
314 1910.0
 
315 1910.0
 
316 1910.0
 
317 1910.0
 
318 1910.0
 
319 1910.0
 
320 1910.0
 
321 1910.0
 
322 1910.0
 
323 1910.0
 
324 1910.0
 
325 1910.0
 
326 1910.0
 
327 1910.0
 
328 1910.0
 
329 1910.0
 
330 1910.0
 
331 1910.0
 
332 1910.0
 
333 1910.0
 
334 1910.0
 
335 1910.0
 
336 1910.0
 
337 1910.0
 
338 1910.0
 
339 1910.0
 
340 1910.0
 
341 1910.0
 
342 1910.0
 
343 1910.0
 
344 1910.0
 
345 1910.0
 
346 1910.0
 
347 1910.0
 
348 1910.0
 
349 1910.0
 
350 1910.0
 
351 1910.0
 
352 1910.0
 
353 1910.0
 
354 1910.0
 
355 1910.0
 
356 1910.0
 
357 1910.0
 
358 1910.0
 
359 1910.0
 
360 1910.0
 
361 1910.0
 
362 1910.0
 
363 1910.0
 
364 1910.0
 
365 1910.0
 
366 1910.0
 
367 1910.0
 
368 1910.0
 
369 1910.0
 
370 1910.0
 
371 1910.0
 
372 1910.0
 
373 1910.0
 
374 1910.0
 
375 1910.0
 
376 1910.0
 
377 1910.0
 
378 1910.0
 
379 1910.0
 
380 1910.0
 
381 1910.0
 
382 1910.0
 
383 1910.0
 
384 1910.0
 
385 1910.0
 
386 1910.0
 
387 1910.0
 
388 1910.0
 
389 1910.0
 
390 1910.0
 
391 1910.0
 
392 1910.0
 
393 1910.0
 
394 1910.0
 
395 1910.0
 
396 1910.0
 
397 1910.0
 
398 1910.0
 
399 1910.0
 
400 1910.0
 
401 1910.0
 
402 1910.0
 
403 1910.0
 
404 1910.0
 
405 1910.0
 
406 1910.0
 
407 1910.0
 
408 1910.0
 
409 1910.0
 
410 1910.0
 
411 1910.0
 
412 1910.0
 
413 1910.0
 
414 1910.0
 
415 1910.0
 
416 1910.0
 
417 1910.0
 
418 1910.0
 
419 1910.0
 
420 1910.0
 
421 1910.0
 
422 1910.0
 
423 1910.0
 
424 1910.0
 
425 1910.0
 
426 1910.0
 
427 1910.0
 
428 1910.0
 
429 1910.0
 
430 1910.0
 
431 1910.0
 
432 1910.0
 
433 1910.0
 
434 1910.0
 
435 1910.0
 
436 1910.0
 
437 1910.0
 
438 1910.0
 
439 1910.0
 
440 1910.0
 
441 1910.0
 
442 1910.0
 
443 1910.0
 
444 1910.0
 
445 1910.0
 
446 1910.0
 
447 1910.0
 
448 1910.0
 
449 1910.0
 
